sample_id	tissue	color
GSM100624.CEL	bone_like	"#000000"
GSM100458.CEL	blood_like	"#A1C299"
GSM100519.CEL	bone_like	"#000000"
GSM100579.CEL	blood_like	"#A1C299"
GSM100469.CEL	bone_like	"#000000"
GSM100512.CEL	blood_like	"#A1C299"
GSM100499.CEL	bone_like	"#000000"
GSM100644.CEL	blood_like	"#A1C299"
GSM100616.CEL	blood_like	"#A1C299"
GSM100569.CEL	bone_like	"#000000"
GSM100478.CEL	blood_like	"#A1C299"
GSM100601.CEL	bone_like	"#000000"
GSM100649.CEL	blood_like	"#A1C299"
GSM100670.CEL	bone_like	"#000000"
GSM100636.CEL	bone_like	"#000000"
GSM100533.CEL	blood_like	"#A1C299"
GSM100646.CEL	bone_like	"#000000"
GSM100650.CEL	bone_like	"#000000"
GSM100625.CEL	blood_like	"#A1C299"
GSM100522.CEL	blood_like	"#A1C299"
GSM100501.CEL	blood_like	"#A1C299"
GSM100619.CEL	bone_like	"#000000"
GSM100659.CEL	blood_like	"#A1C299"
GSM100652.CEL	bone_like	"#000000"
GSM100632.CEL	bone_like	"#000000"
GSM100565.CEL	blood_like	"#A1C299"
GSM100583.CEL	bone_like	"#000000"
GSM100495.CEL	bone_like	"#000000"
GSM100643.CEL	bone_like	"#000000"
GSM100671.CEL	blood_like	"#A1C299"
GSM100635.CEL	bone_like	"#000000"
GSM100496.CEL	blood_like	"#A1C299"
GSM100456.CEL	bone_like	"#000000"
GSM100563.CEL	blood_like	"#A1C299"
GSM100562.CEL	blood_like	"#A1C299"
GSM100668.CEL	blood_like	"#A1C299"
GSM100564.CEL	blood_like	"#A1C299"
GSM100498.CEL	bone_like	"#000000"
GSM100520.CEL	blood_like	"#A1C299"
GSM100639.CEL	bone_like	"#000000"
GSM100602.CEL	bone_like	"#000000"
GSM100642.CEL	blood_like	"#A1C299"
GSM100599.CEL	blood_like	"#A1C299"
GSM100557.CEL	blood_like	"#A1C299"
GSM100664.CEL	bone_like	"#000000"
GSM100580.CEL	blood_like	"#A1C299"
GSM100508.CEL	blood_like	"#A1C299"
GSM100472.CEL	blood_like	"#A1C299"
GSM100549.CEL	blood_like	"#A1C299"
GSM100470.CEL	bone_like	"#000000"
GSM100618.CEL	bone_like	"#000000"
GSM100653.CEL	bone_like	"#000000"
GSM100589.CEL	blood_like	"#A1C299"
GSM100638.CEL	bone_like	"#000000"
GSM100573.CEL	blood_like	"#A1C299"
GSM100584.CEL	bone_like	"#000000"
GSM100581.CEL	blood_like	"#A1C299"
GSM100457.CEL	bone_like	"#000000"
GSM100540.CEL	blood_like	"#A1C299"
GSM100467.CEL	blood_like	"#A1C299"
GSM100593.CEL	blood_like	"#A1C299"
GSM100538.CEL	blood_like	"#A1C299"
GSM100547.CEL	blood_like	"#A1C299"
GSM100566.CEL	blood_like	"#A1C299"
GSM100623.CEL	blood_like	"#A1C299"
GSM100585.CEL	blood_like	"#A1C299"
GSM100634.CEL	bone_like	"#000000"
GSM100473.CEL	blood_like	"#A1C299"
GSM100621.CEL	blood_like	"#A1C299"
GSM100645.CEL	blood_like	"#A1C299"
GSM100551.CEL	blood_like	"#A1C299"
GSM100476.CEL	bone_like	"#000000"
GSM100535.CEL	bone_like	"#000000"
GSM95563.CEL	bone_like	"#000000"
GSM95562.CEL	blood_like	"#A1C299"
GSM48271.CEL	brain_cerebellum_like	"#63FFAC"
GSM48270.CEL	brain_cerebellum_like	"#63FFAC"
GSM48269.CEL	brain_cerebellum_like	"#63FFAC"
GSM48272.CEL	brain_cerebellum_like	"#63FFAC"
GSM71019.CEL	bladder_like	"#6B7900"
GSM71024.CEL	bladder_like	"#6B7900"
GSM71023.CEL	bladder_like	"#6B7900"
GSM71038.CEL	bladder_like	"#6B7900"
GSM71053.CEL	bladder_like	"#6B7900"
GSM71046.CEL	bladder_like	"#6B7900"
GSM71040.CEL	bladder_like	"#6B7900"
GSM71031.CEL	bladder_like	"#6B7900"
GSM71066.CEL	bladder_like	"#6B7900"
GSM71061.CEL	bladder_like	"#6B7900"
GSM71047.CEL	bladder_like	"#6B7900"
GSM71064.CEL	bladder_like	"#6B7900"
GSM71063.CEL	bladder_like	"#6B7900"
GSM71052.CEL	bladder_like	"#6B7900"
GSM71054.CEL	bladder_like	"#6B7900"
GSM71056.CEL	bladder_like	"#6B7900"
GSM71048.CEL	bladder_like	"#6B7900"
GSM71072.CEL	bladder_like	"#6B7900"
GSM71055.CEL	bladder_like	"#6B7900"
GSM71060.CEL	bladder_like	"#6B7900"
GSM71036.CEL	bladder_like	"#6B7900"
GSM71037.CEL	bladder_like	"#6B7900"
GSM71035.CEL	bladder_like	"#6B7900"
GSM71067.CEL	bladder_like	"#6B7900"
GSM71030.CEL	bladder_like	"#6B7900"
GSM71051.CEL	bladder_like	"#6B7900"
GSM71045.CEL	bladder_like	"#6B7900"
GSM71028.CEL	bladder_like	"#6B7900"
GSM71062.CEL	bladder_like	"#6B7900"
GSM71042.CEL	bladder_like	"#6B7900"
GSM71059.CEL	bladder_like	"#6B7900"
GSM71076.CEL	bladder_like	"#6B7900"
GSM71032.CEL	bladder_like	"#6B7900"
GSM71034.CEL	bladder_like	"#6B7900"
GSM71070.CEL	bladder_like	"#6B7900"
GSM71065.CEL	bladder_like	"#6B7900"
GSM71068.CEL	bladder_like	"#6B7900"
GSM71033.CEL	bladder_like	"#6B7900"
GSM71050.CEL	bladder_like	"#6B7900"
GSM71039.CEL	bladder_like	"#6B7900"
GSM71057.CEL	bladder_like	"#6B7900"
GSM71058.CEL	bladder_like	"#6B7900"
GSM71041.CEL	bladder_like	"#6B7900"
GSM71043.CEL	bladder_like	"#6B7900"
GSM71071.CEL	bladder_like	"#6B7900"
GSM71078.CEL	bladder_like	"#6B7900"
GSM71069.CEL	bladder_like	"#6B7900"
GSM71075.CEL	bladder_like	"#6B7900"
GSM87920.CEL	blood_like	"#A1C299"
GSM87960.CEL	blood_like	"#A1C299"
GSM138616.CEL	blood_like	"#A1C299"
GSM87949.CEL	blood_like	"#A1C299"
GSM87864.CEL	blood_like	"#A1C299"
GSM87913.CEL	blood_like	"#A1C299"
GSM87910.CEL	blood_like	"#A1C299"
GSM87950.CEL	blood_like	"#A1C299"
GSM87879.CEL	blood_like	"#A1C299"
GSM87912.CEL	blood_like	"#A1C299"
GSM87877.CEL	blood_like	"#A1C299"
GSM87868.CEL	blood_like	"#A1C299"
GSM87956.CEL	blood_like	"#A1C299"
GSM87954.CEL	blood_like	"#A1C299"
GSM87894.CEL	blood_like	"#A1C299"
GSM87946.CEL	blood_like	"#A1C299"
GSM87866.CEL	blood_like	"#A1C299"
GSM87898.CEL	blood_like	"#A1C299"
GSM87932.CEL	blood_like	"#A1C299"
901547372.CEL	blood_like	"#A1C299"
GSM87917.CEL	blood_like	"#A1C299"
GSM87958.CEL	blood_like	"#A1C299"
GSM87927.CEL	blood_like	"#A1C299"
GSM87869.CEL	blood_like	"#A1C299"
GSM87915.CEL	blood_like	"#A1C299"
GSM87951.CEL	blood_like	"#A1C299"
393094714.CEL	blood_like	"#A1C299"
GSM87865.CEL	blood_like	"#A1C299"
GSM87948.CEL	blood_like	"#A1C299"
GSM87919.CEL	blood_like	"#A1C299"
GSM87959.CEL	blood_like	"#A1C299"
366329841.CEL	blood_like	"#A1C299"
GSM87957.CEL	blood_like	"#A1C299"
GSM87947.CEL	blood_like	"#A1C299"
GSM87952.CEL	blood_like	"#A1C299"
GSM87955.CEL	blood_like	"#A1C299"
901547525.CEL	blood_like	"#A1C299"
901547363.CEL	blood_like	"#A1C299"
GSM87928.CEL	blood_like	"#A1C299"
GSM138597.CEL	blood_like	"#A1C299"
GSM138605.CEL	blood_like	"#A1C299"
GSM138598.CEL	blood_like	"#A1C299"
1176547148.CEL	bone_like	"#000000"
1176547216.CEL	bone_like	"#000000"
1176547250.CEL	bone_like	"#000000"
1176547284.CEL	bone_like	"#000000"
1176547114.CEL	bone_like	"#000000"
1176547182.CEL	bone_like	"#000000"
1176547301.CEL	bone_like	"#000000"
1176547097.CEL	bone_like	"#000000"
1176547199.CEL	bone_like	"#000000"
1176547131.CEL	bone_like	"#000000"
1176547318.CEL	bone_like	"#000000"
1176547267.CEL	bone_like	"#000000"
1176547233.CEL	bone_like	"#000000"
1176547165.CEL	bone_like	"#000000"
GSM123230.CEL	brain_like	"#FEFFE6"
507609159.CEL	brain_like	"#FEFFE6"
507609526.CEL	brain_like	"#FEFFE6"
GSM123229.CEL	brain_like	"#FEFFE6"
507608601.CEL	brain_like	"#FEFFE6"
GSM123261.CEL	brain_like	"#FEFFE6"
507608627.CEL	brain_like	"#FEFFE6"
GSM123219.CEL	brain_like	"#FEFFE6"
366328916.CEL	brain_like	"#FEFFE6"
GSM123242.CEL	brain_like	"#FEFFE6"
GSM123259.CEL	brain_like	"#FEFFE6"
GSM123232.CEL	brain_like	"#FEFFE6"
GSM123258.CEL	brain_like	"#FEFFE6"
GSM123234.CEL	brain_like	"#FEFFE6"
507609621.CEL	brain_like	"#FEFFE6"
507608322.CEL	brain_like	"#FEFFE6"
507608572.CEL	brain_like	"#FEFFE6"
507609190.CEL	brain_like	"#FEFFE6"
GSM123241.CEL	brain_like	"#FEFFE6"
GSM123215.CEL	brain_like	"#FEFFE6"
GSM123240.CEL	brain_like	"#FEFFE6"
GSM123260.CEL	brain_like	"#FEFFE6"
GSM123221.CEL	brain_like	"#FEFFE6"
GSM123220.CEL	brain_like	"#FEFFE6"
GSM123216.CEL	brain_like	"#FEFFE6"
GSM123239.CEL	brain_like	"#FEFFE6"
GSM123214.CEL	brain_like	"#FEFFE6"
GSM123236.CEL	brain_like	"#FEFFE6"
507609647.CEL	brain_like	"#FEFFE6"
507608546.CEL	brain_like	"#FEFFE6"
507608520.CEL	brain_like	"#FEFFE6"
507609590.CEL	brain_like	"#FEFFE6"
GSM123222.CEL	brain_like	"#FEFFE6"
GSM123235.CEL	brain_like	"#FEFFE6"
507608357.CEL	brain_like	"#FEFFE6"
GSM123213.CEL	brain_like	"#FEFFE6"
507609217.CEL	brain_like	"#FEFFE6"
GSM123212.CEL	brain_like	"#FEFFE6"
507608494.CEL	brain_like	"#FEFFE6"
GSM123208.CEL	brain_like	"#FEFFE6"
GSM123211.CEL	brain_like	"#FEFFE6"
GSM123205.CEL	brain_like	"#FEFFE6"
GSM123209.CEL	brain_like	"#FEFFE6"
GSM123197.CEL	brain_like	"#FEFFE6"
GSM123246.CEL	brain_like	"#FEFFE6"
GSM123248.CEL	brain_like	"#FEFFE6"
GSM123243.CEL	brain_like	"#FEFFE6"
GSM123189.CEL	brain_like	"#FEFFE6"
GSM123192.CEL	brain_like	"#FEFFE6"
GSM123188.CEL	brain_like	"#FEFFE6"
GSM123184.CEL	brain_like	"#FEFFE6"
GSM123185.CEL	brain_like	"#FEFFE6"
GSM123203.CEL	brain_like	"#FEFFE6"
GSM123199.CEL	brain_like	"#FEFFE6"
GSM123194.CEL	brain_like	"#FEFFE6"
GSM123193.CEL	brain_like	"#FEFFE6"
GSM123191.CEL	brain_like	"#FEFFE6"
GSM123186.CEL	brain_like	"#FEFFE6"
GSM123196.CEL	brain_like	"#FEFFE6"
GSM123190.CEL	brain_like	"#FEFFE6"
GSM123210.CEL	brain_like	"#FEFFE6"
GSM123207.CEL	brain_like	"#FEFFE6"
GSM123202.CEL	brain_like	"#FEFFE6"
GSM123187.CEL	brain_like	"#FEFFE6"
GSM123201.CEL	brain_like	"#FEFFE6"
GSM123198.CEL	brain_like	"#FEFFE6"
GSM123183.CEL	brain_like	"#FEFFE6"
GSM123245.CEL	brain_like	"#FEFFE6"
GSM123182.CEL	brain_like	"#FEFFE6"
GSM123200.CEL	brain_like	"#FEFFE6"
GSM97024.CEL	brain_like	"#FEFFE6"
GSM97031.CEL	brain_like	"#FEFFE6"
GSM97006.CEL	brain_like	"#FEFFE6"
GSM97044.CEL	brain_like	"#FEFFE6"
GSM97010.CEL	brain_like	"#FEFFE6"
GSM96968.CEL	brain_like	"#FEFFE6"
GSM97007.CEL	brain_like	"#FEFFE6"
GSM108014.CEL	brain_like	"#FEFFE6"
GSM97030.CEL	brain_like	"#FEFFE6"
GSM97035.CEL	brain_like	"#FEFFE6"
GSM97045.CEL	brain_like	"#FEFFE6"
GSM97021.CEL	brain_like	"#FEFFE6"
GSM97017.CEL	brain_like	"#FEFFE6"
GSM96962.CEL	brain_like	"#FEFFE6"
GSM96987.CEL	brain_like	"#FEFFE6"
GSM97025.CEL	brain_like	"#FEFFE6"
GSM96992.CEL	brain_like	"#FEFFE6"
GSM96977.CEL	brain_like	"#FEFFE6"
GSM96995.CEL	brain_like	"#FEFFE6"
GSM96963.CEL	brain_like	"#FEFFE6"
GSM97032.CEL	brain_like	"#FEFFE6"
GSM97008.CEL	brain_like	"#FEFFE6"
GSM96981.CEL	brain_like	"#FEFFE6"
GSM108015.CEL	brain_like	"#FEFFE6"
GSM108018.CEL	brain_like	"#FEFFE6"
GSM97040.CEL	brain_like	"#FEFFE6"
GSM96971.CEL	brain_like	"#FEFFE6"
GSM97036.CEL	brain_like	"#FEFFE6"
GSM96983.CEL	brain_like	"#FEFFE6"
GSM97001.CEL	brain_like	"#FEFFE6"
GSM97033.CEL	brain_like	"#FEFFE6"
GSM96978.CEL	brain_like	"#FEFFE6"
GSM96960.CEL	brain_like	"#FEFFE6"
GSM96979.CEL	brain_like	"#FEFFE6"
GSM96975.CEL	brain_like	"#FEFFE6"
GSM96951.CEL	brain_like	"#FEFFE6"
GSM96952.CEL	brain_like	"#FEFFE6"
GSM96959.CEL	brain_like	"#FEFFE6"
GSM97046.CEL	brain_like	"#FEFFE6"
GSM97043.CEL	brain_like	"#FEFFE6"
GSM97042.CEL	brain_like	"#FEFFE6"
GSM97022.CEL	brain_like	"#FEFFE6"
GSM97039.CEL	brain_like	"#FEFFE6"
GSM96955.CEL	brain_like	"#FEFFE6"
GSM96994.CEL	brain_like	"#FEFFE6"
GSM96997.CEL	brain_like	"#FEFFE6"
GSM96988.CEL	brain_like	"#FEFFE6"
GSM96999.CEL	brain_like	"#FEFFE6"
GSM96982.CEL	brain_like	"#FEFFE6"
GSM97028.CEL	brain_like	"#FEFFE6"
GSM97005.CEL	brain_like	"#FEFFE6"
GSM96961.CEL	brain_like	"#FEFFE6"
GSM96964.CEL	brain_like	"#FEFFE6"
GSM97011.CEL	brain_like	"#FEFFE6"
GSM96990.CEL	brain_like	"#FEFFE6"
GSM97016.CEL	brain_like	"#FEFFE6"
GSM96998.CEL	brain_like	"#FEFFE6"
GSM97000.CEL	brain_like	"#FEFFE6"
GSM97034.CEL	brain_like	"#FEFFE6"
GSM96954.CEL	brain_like	"#FEFFE6"
GSM97027.CEL	brain_like	"#FEFFE6"
GSM97041.CEL	brain_like	"#FEFFE6"
GSM97037.CEL	brain_like	"#FEFFE6"
GSM96996.CEL	brain_like	"#FEFFE6"
GSM96956.CEL	brain_like	"#FEFFE6"
GSM96991.CEL	brain_like	"#FEFFE6"
GSM97048.CEL	brain_like	"#FEFFE6"
GSM96958.CEL	brain_like	"#FEFFE6"
GSM97003.CEL	brain_like	"#FEFFE6"
GSM97029.CEL	brain_like	"#FEFFE6"
GSM108017.CEL	brain_like	"#FEFFE6"
GSM108016.CEL	brain_like	"#FEFFE6"
GSM96989.CEL	brain_like	"#FEFFE6"
GSM96993.CEL	brain_like	"#FEFFE6"
GSM97002.CEL	brain_like	"#FEFFE6"
GSM97009.CEL	brain_like	"#FEFFE6"
GSM97038.CEL	brain_like	"#FEFFE6"
GSM97047.CEL	brain_like	"#FEFFE6"
GSM96953.CEL	brain_like	"#FEFFE6"
GSM97004.CEL	brain_like	"#FEFFE6"
GSM97026.CEL	brain_like	"#FEFFE6"
GSM96957.CEL	brain_like	"#FEFFE6"
GSM110762.CEL	mammary_like	"#1CE6FF"
GSM50070.CEL	mammary_like	"#1CE6FF"
GSM50079.CEL	mammary_like	"#1CE6FF"
GSM110757.CEL	mammary_like	"#1CE6FF"
GSM110637.CEL	mammary_like	"#1CE6FF"
GSM110813.CEL	mammary_like	"#1CE6FF"
GSM65826.CEL	mammary_like	"#1CE6FF"
GSM110717.CEL	mammary_like	"#1CE6FF"
GSM50043.CEL	mammary_like	"#1CE6FF"
GSM50042.CEL	mammary_like	"#1CE6FF"
GSM50099.CEL	mammary_like	"#1CE6FF"
GSM65878.CEL	mammary_like	"#1CE6FF"
GSM79180.CEL	mammary_like	"#1CE6FF"
GSM107106.CEL	mammary_like	"#1CE6FF"
GSM107214.CEL	mammary_like	"#1CE6FF"
GSM50106.CEL	mammary_like	"#1CE6FF"
GSM50055.CEL	mammary_like	"#1CE6FF"
GSM50076.CEL	mammary_like	"#1CE6FF"
GSM65766.CEL	mammary_like	"#1CE6FF"
577236739.CEL	mammary_like	"#1CE6FF"
GSM50081.CEL	mammary_like	"#1CE6FF"
GSM107223.CEL	mammary_like	"#1CE6FF"
GSM79197.CEL	mammary_like	"#1CE6FF"
GSM150995.CEL	mammary_like	"#1CE6FF"
GSM65344.CEL	mammary_like	"#1CE6FF"
GSM110712.CEL	mammary_like	"#1CE6FF"
GSM65771.CEL	mammary_like	"#1CE6FF"
GSM50053.CEL	mammary_like	"#1CE6FF"
GSM150997.CEL	mammary_like	"#1CE6FF"
GSM65856.CEL	mammary_like	"#1CE6FF"
GSM50045.CEL	mammary_like	"#1CE6FF"
GSM110729.CEL	mammary_like	"#1CE6FF"
GSM65357.CEL	mammary_like	"#1CE6FF"
GSM151033.CEL	mammary_like	"#1CE6FF"
577236658.CEL	mammary_like	"#1CE6FF"
GSM150981.CEL	mammary_like	"#1CE6FF"
GSM107203.CEL	mammary_like	"#1CE6FF"
GSM107078.CEL	mammary_like	"#1CE6FF"
GSM79284.CEL	mammary_like	"#1CE6FF"
GSM107226.CEL	mammary_like	"#1CE6FF"
GSM151032.CEL	mammary_like	"#1CE6FF"
GSM150953.CEL	mammary_like	"#1CE6FF"
GSM65756.CEL	mammary_like	"#1CE6FF"
GSM151052.CEL	mammary_like	"#1CE6FF"
GSM150969.CEL	mammary_like	"#1CE6FF"
GSM107075.CEL	mammary_like	"#1CE6FF"
GSM107101.CEL	mammary_like	"#1CE6FF"
GSM107105.CEL	mammary_like	"#1CE6FF"
GSM107111.CEL	mammary_like	"#1CE6FF"
GSM150945.CEL	mammary_like	"#1CE6FF"
GSM65776.CEL	mammary_like	"#1CE6FF"
GSM151028.CEL	mammary_like	"#1CE6FF"
GSM107118.CEL	mammary_like	"#1CE6FF"
GSM110685.CEL	mammary_like	"#1CE6FF"
577236713.CEL	mammary_like	"#1CE6FF"
GSM151014.CEL	mammary_like	"#1CE6FF"
577236820.CEL	mammary_like	"#1CE6FF"
GSM107197.CEL	mammary_like	"#1CE6FF"
GSM110786.CEL	mammary_like	"#1CE6FF"
GSM65782.CEL	mammary_like	"#1CE6FF"
GSM107109.CEL	mammary_like	"#1CE6FF"
GSM79177.CEL	mammary_like	"#1CE6FF"
GSM107127.CEL	mammary_like	"#1CE6FF"
GSM107130.CEL	mammary_like	"#1CE6FF"
GSM150973.CEL	mammary_like	"#1CE6FF"
GSM50074.CEL	mammary_like	"#1CE6FF"
GSM150991.CEL	mammary_like	"#1CE6FF"
GSM107212.CEL	mammary_like	"#1CE6FF"
GSM65373.CEL	mammary_like	"#1CE6FF"
GSM107107.CEL	mammary_like	"#1CE6FF"
GSM107175.CEL	mammary_like	"#1CE6FF"
GSM107084.CEL	mammary_like	"#1CE6FF"
GSM65317.CEL	mammary_like	"#1CE6FF"
GSM65831.CEL	mammary_like	"#1CE6FF"
577236862.CEL	mammary_like	"#1CE6FF"
GSM151010.CEL	mammary_like	"#1CE6FF"
GSM65328.CEL	mammary_like	"#1CE6FF"
GSM107117.CEL	mammary_like	"#1CE6FF"
GSM107134.CEL	mammary_like	"#1CE6FF"
577236672.CEL	mammary_like	"#1CE6FF"
GSM107206.CEL	mammary_like	"#1CE6FF"
GSM65818.CEL	mammary_like	"#1CE6FF"
GSM65369.CEL	mammary_like	"#1CE6FF"
GSM65780.CEL	mammary_like	"#1CE6FF"
GSM65821.CEL	mammary_like	"#1CE6FF"
GSM79176.CEL	mammary_like	"#1CE6FF"
GSM65792.CEL	mammary_like	"#1CE6FF"
GSM65755.CEL	mammary_like	"#1CE6FF"
GSM110769.CEL	mammary_like	"#1CE6FF"
GSM79165.CEL	mammary_like	"#1CE6FF"
GSM79141.CEL	mammary_like	"#1CE6FF"
GSM65757.CEL	mammary_like	"#1CE6FF"
GSM65329.CEL	mammary_like	"#1CE6FF"
GSM65356.CEL	mammary_like	"#1CE6FF"
GSM107095.CEL	mammary_like	"#1CE6FF"
GSM107159.CEL	mammary_like	"#1CE6FF"
GSM65800.CEL	mammary_like	"#1CE6FF"
GSM107228.CEL	mammary_like	"#1CE6FF"
GSM65866.CEL	mammary_like	"#1CE6FF"
GSM65370.CEL	mammary_like	"#1CE6FF"
GSM107087.CEL	mammary_like	"#1CE6FF"
GSM50115.CEL	mammary_like	"#1CE6FF"
GSM107091.CEL	mammary_like	"#1CE6FF"
GSM107165.CEL	mammary_like	"#1CE6FF"
GSM107077.CEL	mammary_like	"#1CE6FF"
GSM107218.CEL	mammary_like	"#1CE6FF"
GSM50075.CEL	mammary_like	"#1CE6FF"
GSM65774.CEL	mammary_like	"#1CE6FF"
GSM79258.CEL	mammary_like	"#1CE6FF"
GSM50035.CEL	mammary_like	"#1CE6FF"
GSM79138.CEL	mammary_like	"#1CE6FF"
GSM65880.CEL	mammary_like	"#1CE6FF"
GSM107222.CEL	mammary_like	"#1CE6FF"
GSM50124.CEL	mammary_like	"#1CE6FF"
GSM65323.CEL	mammary_like	"#1CE6FF"
GSM65833.CEL	mammary_like	"#1CE6FF"
GSM65837.CEL	mammary_like	"#1CE6FF"
GSM107200.CEL	mammary_like	"#1CE6FF"
GSM65861.CEL	mammary_like	"#1CE6FF"
GSM107217.CEL	mammary_like	"#1CE6FF"
GSM50094.CEL	mammary_like	"#1CE6FF"
GSM65851.CEL	mammary_like	"#1CE6FF"
GSM50127.CEL	mammary_like	"#1CE6FF"
GSM151030.CEL	mammary_like	"#1CE6FF"
GSM150951.CEL	mammary_like	"#1CE6FF"
GSM65796.CEL	mammary_like	"#1CE6FF"
GSM107100.CEL	mammary_like	"#1CE6FF"
GSM110760.CEL	mammary_like	"#1CE6FF"
GSM107183.CEL	mammary_like	"#1CE6FF"
577236686.CEL	mammary_like	"#1CE6FF"
GSM107102.CEL	mammary_like	"#1CE6FF"
GSM110781.CEL	mammary_like	"#1CE6FF"
GSM79114.CEL	mammary_like	"#1CE6FF"
GSM79342.CEL	mammary_like	"#1CE6FF"
GSM107133.CEL	mammary_like	"#1CE6FF"
GSM150980.CEL	mammary_like	"#1CE6FF"
GSM150802.CEL	mammary_like	"#1CE6FF"
GSM150976.CEL	mammary_like	"#1CE6FF"
GSM65753.CEL	mammary_like	"#1CE6FF"
GSM110702.CEL	mammary_like	"#1CE6FF"
GSM107114.CEL	mammary_like	"#1CE6FF"
GSM107211.CEL	mammary_like	"#1CE6FF"
GSM65853.CEL	mammary_like	"#1CE6FF"
GSM151013.CEL	mammary_like	"#1CE6FF"
GSM50059.CEL	mammary_like	"#1CE6FF"
577236889.CEL	mammary_like	"#1CE6FF"
GSM107094.CEL	mammary_like	"#1CE6FF"
GSM65791.CEL	mammary_like	"#1CE6FF"
GSM79261.CEL	mammary_like	"#1CE6FF"
GSM151019.CEL	mammary_like	"#1CE6FF"
GSM107086.CEL	mammary_like	"#1CE6FF"
GSM151060.CEL	mammary_like	"#1CE6FF"
GSM50121.CEL	mammary_like	"#1CE6FF"
GSM50071.CEL	mammary_like	"#1CE6FF"
GSM151011.CEL	mammary_like	"#1CE6FF"
GSM107108.CEL	mammary_like	"#1CE6FF"
GSM107074.CEL	mammary_like	"#1CE6FF"
GSM110775.CEL	mammary_like	"#1CE6FF"
GSM110627.CEL	mammary_like	"#1CE6FF"
GSM110655.CEL	mammary_like	"#1CE6FF"
GSM107220.CEL	mammary_like	"#1CE6FF"
577236700.CEL	mammary_like	"#1CE6FF"
GSM107137.CEL	mammary_like	"#1CE6FF"
GSM107123.CEL	mammary_like	"#1CE6FF"
GSM150972.CEL	mammary_like	"#1CE6FF"
GSM50058.CEL	mammary_like	"#1CE6FF"
GSM151051.CEL	mammary_like	"#1CE6FF"
GSM65376.CEL	mammary_like	"#1CE6FF"
GSM50103.CEL	mammary_like	"#1CE6FF"
GSM65807.CEL	mammary_like	"#1CE6FF"
GSM107209.CEL	mammary_like	"#1CE6FF"
GSM151054.CEL	mammary_like	"#1CE6FF"
GSM110847.CEL	mammary_like	"#1CE6FF"
GSM151004.CEL	mammary_like	"#1CE6FF"
GSM107231.CEL	mammary_like	"#1CE6FF"
GSM50093.CEL	mammary_like	"#1CE6FF"
GSM65865.CEL	mammary_like	"#1CE6FF"
GSM65817.CEL	mammary_like	"#1CE6FF"
GSM26914.CEL	mammary_like	"#1CE6FF"
GSM65815.CEL	mammary_like	"#1CE6FF"
GSM50047.CEL	mammary_like	"#1CE6FF"
GSM150964.CEL	mammary_like	"#1CE6FF"
GSM107096.CEL	mammary_like	"#1CE6FF"
GSM110724.CEL	mammary_like	"#1CE6FF"
GSM65779.CEL	mammary_like	"#1CE6FF"
GSM150960.CEL	mammary_like	"#1CE6FF"
GSM65843.CEL	mammary_like	"#1CE6FF"
GSM151001.CEL	mammary_like	"#1CE6FF"
GSM65879.CEL	mammary_like	"#1CE6FF"
GSM107088.CEL	mammary_like	"#1CE6FF"
GSM107182.CEL	mammary_like	"#1CE6FF"
GSM50038.CEL	mammary_like	"#1CE6FF"
GSM65327.CEL	mammary_like	"#1CE6FF"
GSM150800.CEL	mammary_like	"#1CE6FF"
GSM65787.CEL	mammary_like	"#1CE6FF"
GSM107152.CEL	mammary_like	"#1CE6FF"
GSM110743.CEL	mammary_like	"#1CE6FF"
GSM150943.CEL	mammary_like	"#1CE6FF"
GSM79146.CEL	mammary_like	"#1CE6FF"
GSM65876.CEL	mammary_like	"#1CE6FF"
GSM65367.CEL	mammary_like	"#1CE6FF"
GSM110870.CEL	mammary_like	"#1CE6FF"
GSM50078.CEL	mammary_like	"#1CE6FF"
GSM65335.CEL	mammary_like	"#1CE6FF"
GSM110735.CEL	mammary_like	"#1CE6FF"
GSM65813.CEL	mammary_like	"#1CE6FF"
GSM65338.CEL	mammary_like	"#1CE6FF"
GSM50085.CEL	mammary_like	"#1CE6FF"
GSM110676.CEL	mammary_like	"#1CE6FF"
GSM65829.CEL	mammary_like	"#1CE6FF"
GSM65812.CEL	mammary_like	"#1CE6FF"
GSM110723.CEL	mammary_like	"#1CE6FF"
GSM107153.CEL	mammary_like	"#1CE6FF"
GSM65848.CEL	mammary_like	"#1CE6FF"
GSM110816.CEL	mammary_like	"#1CE6FF"
GSM107148.CEL	mammary_like	"#1CE6FF"
GSM65820.CEL	mammary_like	"#1CE6FF"
GSM107178.CEL	mammary_like	"#1CE6FF"
GSM79224.CEL	mammary_like	"#1CE6FF"
GSM79310.CEL	mammary_like	"#1CE6FF"
GSM50086.CEL	mammary_like	"#1CE6FF"
GSM110704.CEL	mammary_like	"#1CE6FF"
GSM107076.CEL	mammary_like	"#1CE6FF"
GSM151049.CEL	mammary_like	"#1CE6FF"
GSM79153.CEL	mammary_like	"#1CE6FF"
577236514.CEL	mammary_like	"#1CE6FF"
GSM107149.CEL	mammary_like	"#1CE6FF"
GSM50117.CEL	mammary_like	"#1CE6FF"
GSM110733.CEL	mammary_like	"#1CE6FF"
GSM50046.CEL	mammary_like	"#1CE6FF"
GSM107225.CEL	mammary_like	"#1CE6FF"
GSM107126.CEL	mammary_like	"#1CE6FF"
GSM107201.CEL	mammary_like	"#1CE6FF"
